Gene	Protein.class	TF	Transporters	Receptors	Enzymes	Peptidase	Kinase	Cancer	RBP
C7orf73	Predicted secreted proteins	0	0	0	0	0	0	0	0
KCTD7	Disease related genes, Predicted intracellular proteins, Predicted membrane proteins	0	0	0	0	0	0	0	0
EFNA4	Predicted membrane proteins, Predicted secreted proteins, RAS pathway related proteins	0	0	0	0	0	0	0	0
TICAM2	Predicted intracellular proteins	0	0	0	0	0	0	0	0
AF165138.7	Predicted intracellular proteins	0	0	0	0	0	0	0	0
PALM2	Predicted intracellular proteins	0	0	0	0	0	0	0	0
C4orf48	Predicted secreted proteins	0	0	0	0	0	0	0	0
NAT6	Predicted intracellular proteins	0	0	0	0	0	0	0	0
AMY2A	Enzymes, FDA approved drug targets, Predicted secreted proteins	0	0	0	1	0	0	0	0
KRTAP10-11	Predicted intracellular proteins	0	0	0	0	0	0	0	0
TNFRSF6B	Predicted secreted proteins	0	0	1	0	0	0	0	0
WFDC6	Predicted secreted proteins	0	0	0	0	0	0	0	0
UPK3B	Predicted membrane proteins, Predicted secreted proteins, Transporters	0	1	0	0	0	0	0	0
AP000322.53	Predicted membrane proteins	0	0	0	0	0	0	0	0
IL10RB	CD markers, Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	0	0	1	0	0	0	0	0
CFB	Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted secreted proteins	0	0	0	1	1	0	0	0
ZNF487	Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	0	0
WDR92	Predicted intracellular proteins	0	0	0	0	0	0	0	0
NME2	Cancer-related genes, Enzymes, Predicted intracellular proteins	1	0	0	1	0	0	1	0
PLA2G4B	Enzymes, Predicted intracellular proteins, RAS pathway related proteins	0	0	0	1	0	0	0	0
LEFTY1	Predicted intracellular proteins, Predicted secreted proteins	0	0	0	0	0	0	0	0
CFAP57	Predicted intracellular proteins, Predicted membrane proteins	0	0	0	0	0	0	0	0
NPIPB5	Predicted intracellular proteins, Predicted membrane proteins	0	0	0	0	0	0	0	0
TTC4	Plasma proteins, Predicted intracellular proteins	0	0	0	0	0	0	0	0
OR5V1	G-protein coupled receptors, Predicted membrane proteins	0	0	1	0	0	0	0	0
TMEM35B	Predicted membrane proteins	0	0	0	0	0	0	0	0
KIR2DL3	CD markers, Predicted membrane proteins	0	0	0	0	0	0	0	0
JMJD7	Predicted intracellular proteins	0	0	0	0	0	0	0	0
APOBEC3D	Predicted intracellular proteins	0	0	0	0	0	0	0	0
OR2A7	G-protein coupled receptors, Predicted membrane proteins	0	0	1	0	0	0	0	0
TUBA4B	Predicted intracellular proteins	0	0	0	0	0	0	0	0
MRPS6	Predicted intracellular proteins, Ribosomal proteins	0	0	0	0	0	0	0	1
ZNF512	Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	0	0
GSTA1	Enzymes, Plasma proteins, Predicted intracellular proteins	0	0	0	1	0	0	0	0
RGAG1	Predicted intracellular proteins	0	0	0	0	0	0	0	0
ACY1	Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	0	0	0	1	1	0	0	0
NFS1	Enzymes, Predicted intracellular proteins	0	0	0	1	0	0	0	0
MT1HL1	Predicted intracellular proteins	0	0	0	0	0	0	0	0
KRTAP19-3	Predicted intracellular proteins	0	0	0	0	0	0	0	0
DDOST	Disease related genes, Plasma proteins, Predicted membrane proteins, Predicted secreted proteins	0	0	0	0	0	0	0	0
TMEM199	Disease related genes, Potential drug targets, Predicted membrane proteins, Predicted secreted proteins, Transporters	0	1	0	0	0	0	0	0
LCE3C	Predicted intracellular proteins	0	0	0	0	0	0	0	0
GSTA2	Enzymes, Predicted intracellular proteins	0	0	0	1	0	0	0	0
SPRR2F	Predicted intracellular proteins	0	0	0	0	0	0	0	0
DNAJC25-GNG10	Predicted secreted proteins	0	0	0	0	0	0	0	0
UGT1A7	Enzymes, Predicted intracellular proteins, Predicted membrane proteins	0	0	0	1	0	0	0	0
P2RY11	G-protein coupled receptors, Predicted membrane proteins	0	0	1	0	0	0	0	0
TMEM141	Predicted membrane proteins	0	0	0	0	0	0	0	0
GS1-259H13.2	Predicted membrane proteins	0	0	0	0	0	0	0	0
IFITM10	Predicted membrane proteins	0	0	0	0	0	0	0	0
XXbac-BPG116M5.17	Predicted secreted proteins	0	0	0	0	0	0	0	0
DBNDD2	Predicted intracellular proteins	0	0	0	0	0	0	0	0
LY6G6D	Predicted membrane proteins, Predicted secreted proteins	0	0	0	0	0	0	0	0
KRTAP19-7	Predicted intracellular proteins	0	0	0	0	0	0	0	0
RBMY1D	Predicted intracellular proteins	0	0	0	0	0	0	0	1
ETV5	Cancer-related genes, Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	1	0
KRTAP5-7	Predicted intracellular proteins	0	0	0	0	0	0	0	0
CFHR1	Cancer-related genes, Plasma proteins, Predicted secreted proteins	0	0	0	0	0	0	1	0
RBM12	Predicted intracellular proteins	0	0	0	0	0	0	0	1
UGT1A4	Cancer-related genes, Disease related genes, Enzymes, Potential drug targets, Predicted membrane proteins	0	0	0	1	0	0	1	0
ERVFRD-1	Predicted membrane proteins, Transporters	0	1	0	0	0	0	0	0
LILRA6	Predicted membrane proteins	0	0	0	0	0	0	0	0
SCARF2	Disease related genes, Predicted membrane proteins	0	0	0	0	0	0	0	0
APOBEC3C	Predicted intracellular proteins	0	0	0	0	0	0	0	0
KRTAP4-2	Predicted intracellular proteins	0	0	0	0	0	0	0	0
RAD21L1	Predicted intracellular proteins	0	0	0	0	0	0	0	0
CCDC13	Predicted intracellular proteins	0	0	0	0	0	0	0	0
ASPRV1	Plasma proteins, Predicted membrane proteins	0	0	0	0	0	0	0	0
OR2AE1	G-protein coupled receptors, Predicted membrane proteins	0	0	1	0	0	0	0	0
KRTAP20-1	Predicted intracellular proteins	0	0	0	0	0	0	0	0
UBE2V1	Predicted intracellular proteins	0	0	0	0	0	0	0	0
CTAGE8	Predicted membrane proteins	0	0	0	0	0	0	0	0
PTCHD4	Predicted membrane proteins	0	0	0	0	0	0	0	0
C4A	Blood group antigen proteins, Disease related genes, FDA approved drug targets, Plasma proteins, Predicted secreted proteins	0	0	0	0	0	0	0	0
HBB	Disease related genes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Transporters	0	1	0	0	0	0	0	0
CRYBB2	Disease related genes, Predicted intracellular proteins	0	0	0	0	0	0	0	0
N4BP2L2	Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	0	0	0	0	0	0	0	0
ZNF585B	Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	0	0
CEBPA	Cancer-related genes, Disease related genes, Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	1	0
H2AFJ	Plasma proteins, Predicted intracellular proteins	0	0	0	0	0	0	0	0
UBAP1L	Predicted intracellular proteins	0	0	0	0	0	0	0	0
PGAM5	Enzymes, Predicted intracellular proteins, Predicted secreted proteins	0	0	0	1	0	0	0	0
ZCCHC3	Predicted intracellular proteins	0	0	0	0	0	0	0	1
SPTY2D1-AS1	Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	0	0	0	0	0	0	0	0
TWF2	Plasma proteins, Predicted intracellular proteins	0	0	0	0	0	0	0	0
MARS2	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins	0	0	0	1	0	0	0	1
USP51	Enzymes, Predicted intracellular proteins	0	0	0	1	1	0	0	0
BCKDHA	Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	0	0	0	1	0	0	0	0
INSL3	Disease related genes, Predicted secreted proteins	0	0	0	0	0	0	0	0
CTC-295J13.3	Predicted intracellular proteins, Predicted secreted proteins	0	0	0	0	0	0	0	0
ADH1C	Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins	0	0	0	1	0	0	0	0
TRIM39-RPP21	Predicted intracellular proteins	0	0	0	0	0	0	0	0
AC037459.4	Predicted intracellular proteins	0	0	0	0	0	0	0	0
APELA	Predicted secreted proteins	0	0	0	0	0	0	0	0
CDK11B	Predicted intracellular proteins	0	0	0	0	0	0	0	0
PCDHAC1	Predicted membrane proteins	0	0	0	0	0	0	0	0
TARM1	Predicted membrane proteins	0	0	0	0	0	0	0	0
PRR5-ARHGAP8	Predicted intracellular proteins	0	0	0	0	0	0	0	0
POU5F2	Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	0	0
PCP4L1	Predicted intracellular proteins	0	0	0	0	0	0	0	0
ABHD14A	Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	0	0	0	0	0	0	0	0
TMEM110-MUSTN1	Predicted intracellular proteins, Predicted membrane proteins	0	0	0	0	0	0	0	0
RBM14-RBM4	Predicted intracellular proteins	0	0	0	0	0	0	0	0
LY75-CD302	Predicted membrane proteins	0	0	0	0	0	0	0	0
CCDC153	Predicted intracellular proteins	0	0	0	0	0	0	0	0
RP11-766F14.2	Predicted intracellular proteins	0	0	0	0	0	0	0	0
ACTN3	Plasma proteins, Predicted intracellular proteins	0	0	0	0	0	0	0	0
RP1-130H16.18	Predicted intracellular proteins	0	0	0	0	0	0	0	0
WI2-2373I1.1	Predicted intracellular proteins	0	0	0	0	0	0	0	0
LINC01207	Predicted secreted proteins	0	0	0	0	0	0	0	0
TNFSF12-TNFSF13	Predicted secreted proteins	0	0	0	0	0	0	0	0
FMN1	Predicted intracellular proteins	0	0	0	0	0	0	0	0
ATP5J2-PTCD1	Predicted intracellular proteins	0	0	0	0	0	0	0	0
USP17L19	Enzymes, Predicted intracellular proteins	0	0	0	1	1	0	0	0
USP17L22	Enzymes, Predicted intracellular proteins	0	0	0	1	1	0	0	0
XXbac-BPG181M17.5	Predicted secreted proteins	0	0	0	0	0	0	0	0
USP17L17	Enzymes, Predicted intracellular proteins	0	0	0	1	1	0	0	0
HAUS5	Predicted intracellular proteins	0	0	0	0	0	0	0	0
EPPIN-WFDC6	Predicted secreted proteins	0	0	0	0	0	0	0	0
RP11-514O12.4	Predicted intracellular proteins	0	0	0	0	0	0	0	0
RP11-432M8.9	Predicted intracellular proteins	0	0	0	0	0	0	0	0
PCDHA11	Predicted membrane proteins, Predicted secreted proteins	0	0	0	0	0	0	0	0
AP000304.12	Predicted intracellular proteins	0	0	0	0	0	0	0	0
ATP5L2	Predicted intracellular proteins	0	0	0	0	0	0	0	0
AC069368.3	Predicted intracellular proteins	0	0	0	0	0	0	0	0
TMEM150C	Predicted membrane proteins	0	0	0	0	0	0	0	0
AC068533.7	Predicted intracellular proteins	0	0	0	0	0	0	0	0
NAIP	Cancer-related genes, Predicted intracellular proteins	0	0	0	0	0	0	1	0
ZNF286B	Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	0	0
ZNF324B	Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	0	0
SPATS1	Predicted intracellular proteins	0	0	0	0	0	0	0	0
CLRN2	Predicted membrane proteins, Transporters	0	1	0	0	0	0	0	0
RP4-539M6.19	Predicted intracellular proteins, Predicted membrane proteins	0	0	0	0	0	0	0	0
AP000295.9	Predicted intracellular proteins	0	0	0	0	0	0	0	0
THEGL	Predicted intracellular proteins	0	0	0	0	0	0	0	0
ZNF564	Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	0	0
FER1L5	Predicted membrane proteins	0	0	0	0	0	0	0	0
ECSCR	Predicted membrane proteins	0	0	0	0	0	0	0	0
RP11-15K19.2	Predicted intracellular proteins	0	0	0	0	0	0	0	0
USP17L21	Enzymes, Predicted intracellular proteins	0	0	0	1	1	0	0	0
HS3ST5	Enzymes, Plasma proteins, Predicted intracellular proteins	0	0	0	1	0	0	0	0
MTRNR2L5	Predicted intracellular proteins	0	0	0	0	0	0	0	0
LGALS16	Predicted intracellular proteins	0	0	0	0	0	0	0	0
RNF103-CHMP3	Predicted intracellular proteins	0	0	0	0	0	0	0	0
PDCD6	Plasma proteins, Predicted intracellular proteins, Transporters	0	1	0	0	0	0	0	0
GOLGA8K	Predicted intracellular proteins	0	0	0	0	0	0	0	0
TERB1	Predicted intracellular proteins	1	0	0	0	0	0	0	0
RP11-548K23.11	Predicted intracellular proteins	0	0	0	0	0	0	0	0
TMEM158	Predicted membrane proteins	0	0	0	0	0	0	0	0
C15orf38-AP3S2	Predicted intracellular proteins	0	0	0	0	0	0	0	0
YJEFN3	Predicted intracellular proteins	0	0	0	0	0	0	0	0
DNAH10OS	Predicted intracellular proteins	0	0	0	0	0	0	0	0
PCDHA10	Predicted membrane proteins, Predicted secreted proteins	0	0	0	0	0	0	0	0
ARPC4-TTLL3	Predicted intracellular proteins	0	0	0	0	0	0	0	0
PTTG2	Predicted intracellular proteins	0	0	0	0	0	0	0	0
XXbac-BPG246D15.9	Predicted membrane proteins	0	0	0	0	0	0	0	0
GIMD1	Predicted intracellular proteins	0	0	0	0	0	0	0	0
KIAA1456	Predicted intracellular proteins	0	0	0	0	0	0	0	0
ZNF718	Predicted intracellular proteins	1	0	0	0	0	0	0	0
SMIM20	Predicted membrane proteins	0	0	0	0	0	0	0	0
RP5-972B16.2	Predicted membrane proteins	0	0	0	0	0	0	0	0
GYPB	Blood group antigen proteins, CD markers, Predicted membrane proteins, Predicted secreted proteins	0	0	0	0	0	0	0	0
TUNAR	Predicted membrane proteins	0	0	0	0	0	0	0	0
TRIM75P	Predicted intracellular proteins	0	0	0	0	0	0	0	0
RP11-119J18.1	Predicted intracellular proteins	0	0	0	0	0	0	0	0
KIAA1210	Predicted intracellular proteins	0	0	0	0	0	0	0	0
RP5-877J2.1	Predicted membrane proteins	0	0	0	0	0	0	0	0
CHCHD10	Disease related genes, Predicted intracellular proteins	0	0	0	0	0	0	0	0
FAM218A	Predicted intracellular proteins	0	0	0	0	0	0	0	0
CDK3	Enzymes, Predicted intracellular proteins	0	0	0	1	0	1	0	0
GPR162	G-protein coupled receptors, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	0	0	1	0	0	0	0	0
ATP6V1E2	Predicted intracellular proteins	0	1	0	0	0	0	0	0
GLI4	Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	0	0
XXbac-BPG32J3.19	Predicted membrane proteins	0	0	0	0	0	0	0	0
RP11-295K3.1	Predicted intracellular proteins, Predicted membrane proteins	0	0	0	0	0	0	0	0
RP11-6L6.2	Predicted membrane proteins	0	0	0	0	0	0	0	0
CCDC169-SOHLH2	Predicted intracellular proteins	1	0	0	0	0	0	0	0
RP11-322N21.2	Predicted intracellular proteins, RAS pathway related proteins	0	0	0	0	0	0	0	0
SELENOP	Plasma proteins, Predicted membrane proteins, Predicted secreted proteins	0	0	0	0	0	0	0	0
NT5C1B-RDH14	Predicted intracellular proteins	0	0	0	0	0	0	0	0
USP17L20	Enzymes, Predicted intracellular proteins	0	0	0	1	1	0	0	0
RP11-432M8.13	Predicted intracellular proteins	0	0	0	0	0	0	0	0
PRODH2	Enzymes, Predicted intracellular proteins	0	0	0	1	0	0	0	0
CTC-441N14.4	Predicted intracellular proteins	0	0	0	0	0	0	0	0
RP11-345F18.1	Predicted intracellular proteins	0	0	0	0	0	0	0	0
USP17L18	Enzymes, Predicted intracellular proteins	0	0	0	1	1	0	0	0
USP17L23	Enzymes, Predicted intracellular proteins	0	0	0	1	1	0	0	0
RP11-484M3.5	Predicted intracellular proteins	0	0	0	0	0	0	0	0
RP11-101E3.5	Predicted intracellular proteins	0	0	0	0	0	0	0	0
ZNF674	Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	0	0
TMED7-TICAM2	Predicted secreted proteins	0	0	0	0	0	0	0	0
RP11-540D14.8	Predicted membrane proteins	0	0	0	0	0	0	0	0
ZNF345	Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	0	0
RFPL4B	Predicted intracellular proteins	0	0	0	0	0	0	0	0
ALG1L2	Predicted intracellular proteins	0	0	0	0	0	0	0	0
SHANK3	Predicted intracellular proteins	0	0	0	0	0	0	0	0
MSANTD3-TMEFF1	Predicted membrane proteins	0	0	0	0	0	0	0	0
AP000350.10	Predicted membrane proteins	0	0	0	0	0	0	0	0
ZNF550	Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	0	0
DCANP1	Predicted intracellular proteins	0	0	0	0	0	0	0	0
FOXD1	Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	0	0
APITD1-CORT	Predicted intracellular proteins	0	0	0	0	0	0	0	0
RP11-385D13.1	Predicted intracellular proteins	0	0	0	0	0	0	0	0
RP11-724O16.1	Predicted intracellular proteins	0	0	0	0	0	0	0	0
PRB1	Predicted secreted proteins	0	0	0	0	0	0	0	0
PCDHA12	Predicted membrane proteins	0	0	0	0	0	0	0	0
PTX4	Predicted intracellular proteins, Predicted secreted proteins	0	0	0	0	0	0	0	0
OC90	Predicted secreted proteins	0	0	0	0	0	0	0	0
RGS21	Predicted intracellular proteins	0	0	0	0	0	0	0	0
PCDHGA12	Plasma proteins, Predicted membrane proteins	0	0	0	0	0	0	0	0
C8orf88	Predicted intracellular proteins	0	0	0	0	0	0	0	0
CTC-534A2.2	Predicted intracellular proteins	0	0	0	0	0	0	0	0
CCDC71L	Predicted intracellular proteins	0	0	0	0	0	0	0	0
HOXA10	Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	0	0
TMEM200B	Predicted membrane proteins	0	0	0	0	0	0	0	0
PCDHGB6	Predicted membrane proteins	0	0	0	0	0	0	0	0
SERPINE3	Predicted secreted proteins	0	0	0	0	0	0	0	0
C1orf210	Predicted membrane proteins	0	0	0	0	0	0	0	0
TRNP1	Predicted intracellular proteins, Predicted secreted proteins	0	0	0	0	0	0	0	0
SMIM18	Predicted intracellular proteins, Predicted membrane proteins	0	0	0	0	0	0	0	0
PCDHGA5	Plasma proteins, Predicted membrane proteins	0	0	0	0	0	0	0	0
NACA2	Predicted intracellular proteins	0	0	0	0	0	0	0	0
PCDHGA7	Predicted membrane proteins	0	0	0	0	0	0	0	0
PYDC2	Predicted intracellular proteins	0	0	0	0	0	0	0	0
SLC10A5	Predicted membrane proteins, Transporters	0	1	0	0	0	0	0	0
EIF5AL1	Predicted intracellular proteins, Transporters	0	1	0	0	0	0	0	1
PRSS51	Predicted intracellular proteins, Predicted secreted proteins	0	0	0	0	0	0	0	0
ALG11	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins	0	0	0	1	0	0	0	0
ATXN7L3B	Predicted intracellular proteins	0	0	0	0	0	0	0	0
PRKDC	Cancer-related genes, Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	0	0	0	1	0	1	1	1
PCDHGA6	Predicted membrane proteins	0	0	0	0	0	0	0	0
PCDHGA8	Predicted membrane proteins	0	0	0	0	0	0	0	0
UTP14C	Predicted intracellular proteins	0	0	0	0	0	0	0	1
ETV3L	Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	0	0
PCDHGA10	Predicted membrane proteins	0	0	0	0	0	0	0	0
PCDHGA11	Plasma proteins, Predicted membrane proteins, Predicted secreted proteins	0	0	0	0	0	0	0	0
PCDHGB2	Predicted membrane proteins	0	0	0	0	0	0	0	0
PCDHGB4	Predicted membrane proteins	0	0	0	0	0	0	0	0
CLDN23	Predicted membrane proteins, Transporters	0	1	0	0	0	0	0	0
ZNF260	Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	0	0
LYN	Cancer-related genes, Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins	0	0	0	1	0	1	1	0
PINX1	Predicted intracellular proteins	0	0	0	0	0	0	0	1
PCDHGB7	Predicted membrane proteins	0	0	0	0	0	0	0	0
NPIPB11	Predicted membrane proteins	0	0	0	0	0	0	0	0
PCDHGB1	Predicted membrane proteins	0	0	0	0	0	0	0	0
PCDHGA3	Predicted membrane proteins	0	0	0	0	0	0	0	0
LRRC24	Predicted membrane proteins	0	0	0	0	0	0	0	0
SIGLEC14	Plasma proteins, Predicted membrane proteins	0	0	0	0	0	0	0	0
PBOV1	Predicted intracellular proteins	0	0	0	0	0	0	0	0
OR4D10	G-protein coupled receptors, Predicted membrane proteins	0	0	1	0	0	0	0	0
RP11-849H4.2	Predicted intracellular proteins	0	0	0	0	0	0	0	0
AP5B1	Predicted intracellular proteins	0	0	0	0	0	0	0	0
CHMP4A	Predicted intracellular proteins	0	0	0	0	0	0	0	0
SIGLEC12	Predicted membrane proteins	0	0	0	0	0	0	0	0
PABPC4L	Predicted intracellular proteins	0	0	0	0	0	0	0	1
RP11-108K14.8	Predicted intracellular proteins	0	0	0	0	0	0	0	0
OMP	Predicted intracellular proteins	0	0	0	0	0	0	0	0
MAGEL2	Disease related genes, Predicted intracellular proteins	0	0	0	0	0	0	0	0
CSNK2A3	Enzymes, Predicted intracellular proteins	0	0	0	1	0	1	0	0
ARMS2	Disease related genes, Predicted intracellular proteins	0	0	0	0	0	0	0	0
INS	Cancer-related genes, Candidate cardiovascular disease genes, Disease related genes, Plasma proteins, Predicted secreted proteins, RAS pathway related proteins	0	0	0	0	0	0	1	0
RTL1	Predicted membrane proteins	0	0	0	0	0	0	0	0
FPGT	Enzymes, Plasma proteins, Predicted intracellular proteins	0	0	0	1	0	0	0	0
RP11-468E2.1	Predicted membrane proteins	0	0	0	0	0	0	0	0
RP11-565P22.6	Predicted intracellular proteins	0	0	0	0	0	0	0	0
IGLL5	Predicted intracellular proteins	0	0	0	0	0	0	0	0
MEX3A	Predicted intracellular proteins	0	0	0	0	0	0	0	1
OR10G4	G-protein coupled receptors, Predicted membrane proteins	0	0	1	0	0	0	0	0
EEF1G	Plasma proteins, Predicted intracellular proteins	0	0	0	0	0	0	0	1
CKLF-CMTM1	Predicted membrane proteins	0	0	0	0	0	0	0	0
SLC22A18AS	Predicted intracellular proteins	0	0	0	0	0	0	0	0
OR5M10	G-protein coupled receptors, Predicted membrane proteins	0	0	1	0	0	0	0	0
NPIPA2	Predicted membrane proteins	0	0	0	0	0	0	0	0
MPV17L2	Predicted membrane proteins	0	0	0	0	0	0	0	0
AC113404.1	Predicted intracellular proteins	0	0	0	0	0	0	0	0
BORCS8	Predicted intracellular proteins	0	0	0	0	0	0	0	0
RP11-872D17.8	Predicted membrane proteins	0	0	0	0	0	0	0	0
DPP3	Enzymes, Plasma proteins, Predicted intracellular proteins	0	0	0	1	1	0	0	0
ANKHD1-EIF4EBP3	Predicted intracellular proteins	0	0	0	0	0	0	0	0
KRTAP5-9	Predicted intracellular proteins	0	0	0	0	0	0	0	0
BRK1	Predicted intracellular proteins	0	0	0	0	0	0	0	0
UBTFL1	Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	0	0
OR5M1	G-protein coupled receptors, Predicted membrane proteins	0	0	1	0	0	0	0	0
SAA2-SAA4	Predicted membrane proteins	0	0	0	0	0	0	0	0
PIGY	Disease related genes, Predicted membrane proteins	0	0	0	0	0	0	0	0
CHMP1B	Predicted intracellular proteins	0	0	0	0	0	0	0	0
EID3	Predicted intracellular proteins	0	0	0	0	0	0	0	0
GLYATL1P3	Predicted intracellular proteins	0	0	0	0	0	0	0	0
RP11-80H18.3	Predicted intracellular proteins	0	0	0	0	0	0	0	0
CCDC166	Predicted intracellular proteins	0	0	0	0	0	0	0	0
NANOGP8	Predicted intracellular proteins	1	0	0	0	0	0	0	0
CARD17	Predicted intracellular proteins	0	0	0	0	0	0	0	0
OR5M11	G-protein coupled receptors, Predicted membrane proteins	0	0	1	0	0	0	0	0
FXYD6-FXYD2	Predicted membrane proteins	0	0	0	0	0	0	0	0
PRR23D1	Predicted intracellular proteins	0	0	0	0	0	0	0	0
TMPRSS4-AS1	Predicted membrane proteins	0	0	0	0	0	0	0	0
SDHD	Disease related genes, FDA approved drug targets, Predicted membrane proteins	0	0	0	0	0	0	0	0
OR8G5	G-protein coupled receptors, Predicted membrane proteins	0	0	1	0	0	0	0	0
EID1	Predicted intracellular proteins	0	0	0	0	0	0	0	0
OR52B2	G-protein coupled receptors, Predicted membrane proteins	0	0	1	0	0	0	0	0
NOX5	Predicted membrane proteins, Transporters	0	1	0	0	0	0	0	0
CCDC179	Predicted intracellular proteins	0	0	0	0	0	0	0	0
TAS2R43	G-protein coupled receptors, Predicted membrane proteins	0	0	1	0	0	0	0	0
PRR23D2	Predicted intracellular proteins	0	0	0	0	0	0	0	0
HCAR3	FDA approved drug targets, G-protein coupled receptors, Predicted membrane proteins	0	0	1	0	0	0	0	0
PCDHA3	Predicted membrane proteins	0	0	0	0	0	0	0	0
EBLN2	Predicted intracellular proteins	0	0	0	0	0	0	0	0
RP11-831H9.11	Predicted intracellular proteins	0	0	0	0	0	0	0	0
RP11-196G11.1	Predicted secreted proteins	0	0	0	0	0	0	0	0
CARD18	Predicted intracellular proteins	0	0	0	0	0	0	0	0
NPIPB8	Predicted intracellular proteins, Predicted membrane proteins	0	0	0	0	0	0	0	0
NEDD8-MDP1	Predicted intracellular proteins	0	0	0	0	0	0	0	0
POLR2M	Predicted intracellular proteins	0	0	0	0	0	0	0	0
LY6G6E	Predicted intracellular proteins, Predicted secreted proteins	0	0	0	0	0	0	0	0
FDXACB1	Predicted intracellular proteins	0	0	0	0	0	0	0	1
OR10G2	G-protein coupled receptors, Predicted membrane proteins	0	0	1	0	0	0	0	0
RAB44	Predicted intracellular proteins	0	0	0	0	0	0	0	0
RP4-809F18.1	Predicted intracellular proteins	0	0	0	0	0	0	0	0
RP11-277P12.6	Predicted membrane proteins	0	0	0	0	0	0	0	0
TRIL	Predicted membrane proteins	0	0	0	0	0	0	0	0
OR4D2	G-protein coupled receptors, Predicted membrane proteins	0	0	1	0	0	0	0	0
CTC-435M10.3	Predicted intracellular proteins	0	0	0	0	0	0	0	0
RP13-512J5.1	Predicted intracellular proteins	0	0	0	0	0	0	0	0
OR6J1	G-protein coupled receptors, Predicted membrane proteins	0	0	1	0	0	0	0	0
MTRNR2L8	Predicted intracellular proteins	0	0	0	0	0	0	0	0
TIFAB	Predicted intracellular proteins	0	0	0	0	0	0	0	0
RP4-559A3.7	Predicted intracellular proteins	0	0	0	0	0	0	0	0
TAS2R20	G-protein coupled receptors, Predicted membrane proteins	0	0	1	0	0	0	0	0
KDM4F	Predicted intracellular proteins	0	0	0	0	0	0	0	0
AC073610.5	Predicted intracellular proteins	0	0	0	0	0	0	0	0
CYP2A6	Plasma proteins, Predicted secreted proteins	0	0	0	0	0	0	0	0
CTSO	Enzymes, Predicted secreted proteins	0	0	0	1	1	0	0	0
MTRNR2L10	Predicted intracellular proteins	0	0	0	0	0	0	0	0
APOPT1	Predicted intracellular proteins	0	0	0	0	0	0	0	0
TRAPPC2B	Predicted intracellular proteins	0	0	0	0	0	0	0	0
DYX1C1	Disease related genes, Predicted intracellular proteins	0	0	0	0	0	0	0	0
ZNF432	Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	0	0
AP000721.4	Predicted secreted proteins	0	0	0	0	0	0	0	0
SMLR1	Predicted membrane proteins	0	0	0	0	0	0	0	0
TAS2R30	G-protein coupled receptors, Predicted membrane proteins	0	0	1	0	0	0	0	0
MTRNR2L3	Predicted intracellular proteins	0	0	0	0	0	0	0	0
ZNF10	Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	0	0
ZNF486	Predicted intracellular proteins	1	0	0	0	0	0	0	0
SMIM3	Predicted membrane proteins	0	0	0	0	0	0	0	0
HMBS	Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	0	0	0	1	0	0	0	0
ZNF225	Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	0	0
CTD-3074O7.11	Predicted intracellular proteins	0	0	0	0	0	0	0	0
PPIAL4D	Enzymes, Predicted intracellular proteins	0	0	0	1	0	0	0	0
